symbol,side,is_reverse,pnl,hit_tp1,hit_tp2,avg_added,risk_pct,units,pnl_usd,entry_ts,exit_ts,hold,exit_type,month,period
NEARUSDT,LONG,True,-0.006842250121671222,False,False,False,0.0074634016533679775,1.3399,-163491424.0394,1637100360.0,1637103960.0,20,reverse_timeout_before_tp1_negative_or_flat,2021-11,2021
NEARUSDT,SHORT,False,-0.004311352762331013,False,False,False,0.0039113527623310124,2.5567,-196570986.7032,1637109000.0,1637109180.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.002263783268009795,False,False,False,0.001863783268009795,5.3654,-216606897.6154,1637110800.0,1637110980.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.006261220168262043,False,False,False,0.005861220168262043,1.7061,-190503862.3804,1637115300.0,1637115480.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.01111978591763238,False,False,False,0.01151978591763238,0.8681,172141214.581,1637115840.0,1637117820.0,11,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.012268370373839144,False,False,True,0.004951730314411545,2.0195,-441837669.9084,1637117460.0,1637118180.0,4,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.006316911164652946,False,False,False,0.005916911164652946,1.6901,-190389312.4735,1637127000.0,1637127180.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.008405002564901792,False,False,False,0.008805002564901791,1.1357,170232002.7423,1637127540.0,1637129340.0,10,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.006468045531414332,False,False,True,0.0022201453686604192,4.5042,-519546593.6662,1637136540.0,1637136900.0,2,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,True,0.005880684827362416,False,False,False,0.006280684827362416,1.5922,166975882.9961,1637137260.0,1637137800.0,3,reverse_sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.0016007247541850798,True,False,False,0.00540128224585236,1.8514,52850930.0264,1637137620.0,1637138160.0,3,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.00304293990667623,False,False,False,0.0026429399066762297,3.7837,-205323629.3297,1637138520.0,1637138700.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.0035923304745461753,True,False,True,0.005186511176399376,1.9281,-123519012.0885,1637141580.0,1637142120.0,3,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.006508784694433901,False,False,False,0.006108784694433901,1.637,-190010644.9722,1637142120.0,1637142300.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.016291630922377766,True,False,False,0.004578288887687921,2.1842,634591447.7785,1637142480.0,1637143380.0,5,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.002322879586766073,False,False,False,0.0019228795867660732,5.2005,-215430631.0101,1637152740.0,1637152920.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.006004528138209329,True,False,True,0.0035207605038970594,2.8403,304141193.4374,1637152740.0,1637154180.0,8,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.012026426426656089,False,False,True,0.004837745353989978,2.0671,-443329304.2626,1637158680.0,1637159220.0,3,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.005746476030765299,True,False,True,0.0029025239489932023,3.4453,353068223.8307,1637158680.0,1637159220.0,3,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.0064777958088951945,True,False,False,0.005122065369471177,1.9523,225535537.163,1637162640.0,1637163180.0,3,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.007149750171003873,False,False,False,0.006749750171003873,1.4815,-188901763.9328,1637163180.0,1637163360.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.005178556629024704,False,False,False,0.004778556629024704,2.0927,-193261273.8348,1637163180.0,1637163360.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,True,0.00180628654061741,True,False,False,0.009101464865307668,1.0987,35392251.7087,1637163720.0,1637164620.0,5,reverse_trailing_after_tp1,2021-11,2021
NEARUSDT,LONG,True,0.003356395753338597,True,False,False,0.008890129363714454,1.1248,67328343.1702,1637163720.0,1637165880.0,12,reverse_trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.007080022205782406,True,False,True,0.006290285562031226,1.5898,200722983.3041,1637164980.0,1637165700.0,4,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.014523840470883844,False,False,True,0.00601451783677909,1.6626,-430639138.3916,1637166060.0,1637166420.0,2,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.002454084558232294,False,False,False,0.002054084558232294,4.8683,-213061043.6707,1637166420.0,1637166600.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.008434230779534717,False,False,False,0.008834230779534716,1.132,170258806.5749,1637166780.0,1637168940.0,12,reverse_sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.009905464587837465,False,False,False,0.010305464587837465,0.9704,171411564.7666,1637166960.0,1637168940.0,11,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.007852869320219086,True,False,False,0.007636904244578796,1.3094,183376580.6029,1637168580.0,1637169480.0,5,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.012846429891047756,True,False,False,0.00458615459005061,2.1805,499535786.4952,1637168940.0,1637170020.0,6,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.011277133689586695,False,False,True,0.004484762247034324,2.2298,-448427408.6326,1637172540.0,1637173080.0,3,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.0017693402154926258,False,False,False,0.0013693402154926258,7.3028,-230426716.2582,1637172720.0,1637172900.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,True,-0.005170652422114008,True,False,False,0.005435291179074883,1.8398,-169650590.2333,1637173260.0,1637175600.0,13,reverse_trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.0028837437333708413,False,False,False,0.002483743733370841,4.0262,-207053570.7117,1637173800.0,1637174520.0,4,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.005839345332864341,False,False,False,0.005439345332864341,1.8385,-191447796.7286,1637179380.0,1637179560.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.014079881994078607,True,False,False,0.006441262133962028,1.5525,389817100.1105,1637187480.0,1637188920.0,8,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.0015651862193532728,False,False,False,0.0011651862193532729,8.5823,-239554051.8562,1637208540.0,1637209440.0,5,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.05811357069668334,True,False,True,0.002530430523894765,3.9519,4095585418.8228,1637211420.0,1637216100.0,26,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.0022732891283814487,False,False,False,0.0018732891283814485,5.3382,-216412682.0444,1637212500.0,1637212680.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.00806468259876962,False,False,True,0.0029718370177447004,3.3649,-483944029.8445,1637217000.0,1637217360.0,2,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.0062678460594575176,True,False,False,0.00511672417229523,1.9544,218453577.0944,1637233740.0,1637234640.0,5,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.028868728714586636,True,False,True,0.0016979500491802542,5.8895,3032044664.7404,1637235360.0,1637236260.0,5,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.008571834440817045,False,False,True,0.003210637946087081,3.1146,-476118750.4633,1637239140.0,1637239860.0,4,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.003398607630752687,False,False,False,0.002998607630752687,3.3349,-202122299.9385,1637239500.0,1637239680.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.03387260045339401,True,True,True,0.0022993726756305143,4.349,2627072258.1431,1637241120.0,1637242200.0,6,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.017439918906256582,True,False,False,0.004152186900385401,2.4084,749032069.5631,1637241120.0,1637242200.0,6,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.00421568986435082,False,False,False,0.00381568986435082,2.6208,-197028218.3843,1637245260.0,1637245440.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.003671321395160743,False,False,False,0.003271321395160743,3.0569,-200139143.2056,1637245620.0,1637245800.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.018539386314913413,True,True,False,0.00726303099199351,1.3768,455208436.0084,1637248320.0,1637249220.0,5,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.02275876620227613,True,False,False,0.006555941698179114,1.5253,619079576.339,1637248320.0,1637248680.0,2,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.00503408068082041,False,False,False,0.00463408068082041,2.1579,-193726675.6385,1637258760.0,1637258940.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.005057715606675453,False,False,False,0.005457715606675453,1.8323,165263272.7926,1637259300.0,1637259480.0,1,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.017973026934302243,True,False,False,0.004252810382707108,2.3514,753664485.3649,1637265240.0,1637266320.0,6,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.00887558833778704,False,False,False,0.00847558833778704,1.1799,-186749798.1961,1637274240.0,1637274420.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,True,0.012928446085107646,False,False,False,0.013328446085107646,0.7503,172981498.1719,1637274780.0,1637275320.0,3,reverse_sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.02021771630731323,False,False,True,0.008699004065825224,1.1496,-414472203.0514,1637276400.0,1637276760.0,2,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.011705004275211539,True,False,False,0.013178028370125288,0.7588,158399564.6194,1637286300.0,1637287380.0,6,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.011708461138766542,True,False,False,0.004355549752977658,2.2959,479390788.5897,1637286840.0,1637287920.0,6,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.015475008203433845,False,False,True,0.006462813788038342,1.5473,-427013976.5739,1637287560.0,1637288100.0,3,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.008579403790946809,False,False,False,0.008979403790946808,1.1137,170389352.2475,1637288460.0,1637288820.0,2,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.012941118297250788,False,False,True,0.005268696697483303,1.898,-438027577.6157,1637307360.0,1637307720.0,2,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,0.010180430571758062,True,False,False,0.003299054596657135,3.0312,550312640.7278,1637354520.0,1637355240.0,4,trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,0.0075129776990698754,True,False,False,0.007179488258983334,1.3929,186617108.1156,1637368920.0,1637369820.0,5,trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.007416651555175513,False,False,True,0.002666592312635301,3.7501,-496002765.5812,1637372880.0,1637374140.0,7,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,False,-0.007218992200750531,False,False,False,0.006818992200750531,1.4665,-188794450.3402,1637409780.0,1637409960.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,False,0.0018202449133902436,True,False,False,0.004690764318656681,2.1318,69202065.6646,1637417520.0,1637417880.0,2,trailing_after_tp1,2021-11,2021
NEARUSDT,LONG,False,-0.007698945378553675,False,False,True,0.002799372052655413,3.5722,-490459850.0149,1637418780.0,1637419680.0,5,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,True,-0.014311552517718151,True,True,False,0.005580109445523976,1.7921,-457379690.8418,1637420040.0,1637420940.0,5,reverse_trailing_after_tp1,2021-11,2021
NEARUSDT,LONG,False,0.03281442351501116,True,False,False,0.0030362878549029053,3.2935,1927323787.5258,1637433540.0,1637434620.0,6,trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.0021545804636148034,False,False,False,0.0017545804636148034,5.6994,-218988986.3206,1637437140.0,1637437320.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,True,0.0022462385392818945,False,False,False,0.0026462385392818947,3.7789,151376942.5239,1637437680.0,1637437860.0,1,reverse_sl_before_tp1,2021-11,2021
NEARUSDT,LONG,False,-0.004768233140170138,False,False,True,0.0014206242772463707,7.0392,-598564691.4419,1637515080.0,1637515800.0,4,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,True,0.003097467884559213,False,False,False,0.003497467884559213,2.8592,157937741.0007,1637516160.0,1637516340.0,1,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,0.031462078779372966,True,False,True,0.004896200077788442,2.0424,1145937951.5565,1637523360.0,1637526240.0,16,trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.0065997441662079695,False,False,False,0.006199744166207969,1.613,-189839323.3496,1637524080.0,1637524260.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,0.009024424679859278,True,False,False,0.002747905235904546,3.6391,585666816.6974,1637525700.0,1637526240.0,3,trailing_after_tp1,2021-11,2021
NEARUSDT,LONG,False,-0.008936688931002825,False,False,True,0.003381494717339912,2.9573,-471303617.2826,1637530200.0,1637530560.0,2,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.0035032509793129223,False,False,False,0.003103250979312922,3.2224,-201320127.1568,1637531820.0,1637532000.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,False,0.011432576486866162,True,False,True,0.0013629465773502708,7.337,1495884724.4024,1637531820.0,1637532540.0,4,trailing_after_tp1,2021-11,2021
NEARUSDT,LONG,False,0.009482453674319581,True,False,True,0.0025206453488216683,3.9672,670875341.5068,1637531820.0,1637532540.0,4,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,True,-0.011321730378632926,True,True,False,0.006298966199008097,1.5876,-320535676.9689,1637532360.0,1637534700.0,13,reverse_trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.007399403594451514,False,False,True,0.0026584793892141076,3.7615,-496359414.528,1637532720.0,1637533440.0,4,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,True,-0.006138991879521752,True,False,False,0.0062829230137269425,1.5916,-174248145.9372,1637533800.0,1637534700.0,5,reverse_trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.0112972973419662,False,False,True,0.004491429537728164,2.2265,-448562345.1998,1637537400.0,1637538120.0,4,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,0.01632852611361298,True,False,True,0.004154343254748308,2.4071,700934526.1754,1637542440.0,1637543340.0,5,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.019269590590581448,True,True,True,0.002989840985319947,3.3447,1149363077.5654,1637551080.0,1637552160.0,6,trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.008535784479514998,False,False,False,0.010619195058926554,0.9417,-143345705.9753,1637559180.0,1637562780.0,20,timeout_before_tp1_negative_or_flat,2021-11,2021
SOLUSDT,LONG,False,0.007998660465011697,True,False,False,0.009608832674428825,1.0407,148449751.9041,1637577720.0,1637578260.0,3,trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.016072404190705845,False,False,True,0.006735507370421449,1.4847,-425542925.5045,1637589240.0,1637589780.0,3,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,True,0.00757506178639025,False,False,False,0.00797506178639025,1.2539,169388907.9689,1637590140.0,1637596260.0,34,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,0.024912831244171242,True,False,True,0.005808413054350541,1.7216,764889040.7145,1637592300.0,1637595000.0,15,trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.004142874466218738,False,False,False,0.003742874466218738,2.6717,-197391913.7231,1637592660.0,1637592840.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.0029875025014667574,False,False,False,0.002587502501466757,3.8647,-205901895.3377,1637603640.0,1637603820.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.004225851738912984,False,False,False,0.0038258517389129837,2.6138,-196978563.1013,1637604000.0,1637604360.0,2,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,True,-0.010147885697730147,True,False,False,0.004911713334050372,2.0359,-368447318.44,1637604720.0,1637606340.0,9,reverse_trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.01063885243663238,False,False,True,0.0041818724247658775,2.3913,-453687538.3398,1637630820.0,1637631180.0,2,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,True,0.0045337032561559186,False,False,False,0.004933703256155919,2.0269,163875077.9289,1637631540.0,1637631900.0,2,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,LONG,False,0.005174041565857572,True,False,False,0.0018570402877240901,5.3849,496868463.4698,1637631900.0,1637632620.0,4,trailing_after_tp1,2021-11,2021
SOLUSDT,LONG,False,-0.003700171098220252,False,False,False,0.003300171098220252,3.0301,-199948520.551,1637633160.0,1637633340.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,True,0.006771145409783259,False,False,False,0.007171145409783259,1.3945,168386184.622,1637633700.0,1637636220.0,14,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.0026985487150787534,True,False,True,0.0103805480086028,0.9633,-46359935.8372,1637665200.0,1637665560.0,2,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.0031568789328571063,False,False,False,0.002756878932857106,3.6273,-204208153.0066,1637668800.0,1637668980.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,False,0.014100125225296658,True,False,True,0.00371334546249265,2.693,677158696.1281,1637692020.0,1637694180.0,12,trailing_after_tp1,2021-11,2021
NEARUSDT,LONG,False,-0.003042588661451058,False,False,False,0.002642588661451058,3.7842,-205327216.7842,1637692560.0,1637692740.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,False,0.002781455336055109,True,False,False,0.0017191981503247825,5.8167,288522044.0891,1637700480.0,1637700840.0,2,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.0076807494216985794,True,False,False,0.004052001648857304,2.4679,338039015.7181,1637778780.0,1637779500.0,4,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.0067410962535395915,True,True,False,0.0011839373238116044,8.4464,1015394160.3386,1637804340.0,1637805420.0,6,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.012372423362871175,True,True,True,0.004631814706087526,2.159,476361265.3133,1637804520.0,1637805420.0,5,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.006269676146347993,True,False,False,0.003953727394323356,2.5293,282794677.6965,1637839440.0,1637840700.0,7,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.0032452654548436517,False,False,False,0.0028452654548436515,3.5146,-203404370.7861,1637841240.0,1637841420.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.002651229573206157,True,False,False,0.007176297852426192,1.3935,65883964.529,1637841780.0,1637843940.0,12,reverse_trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.02760106245082424,True,False,False,0.005091427478498035,1.9641,966760911.8703,1637921700.0,1637925120.0,19,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.005906129576544731,False,False,False,0.005506129576544731,1.8162,-191288732.0366,1637936280.0,1637936460.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,True,-0.0005781682734663529,True,False,False,0.007074860243067255,1.4135,-14573680.233,1637936820.0,1637937720.0,5,reverse_trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.03714180760188503,True,False,True,0.0030019196902545025,3.3312,2206463824.9664,1637938800.0,1637940060.0,7,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.009186887563853299,False,False,True,0.0035002689384336034,2.8569,-468058172.0317,1637941140.0,1637942040.0,5,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.0038995177220192724,True,False,False,0.0031414607952497202,3.1832,221366602.3233,1637942400.0,1637942760.0,2,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.005641373660034567,True,False,False,0.0034942538900102973,2.8618,287914312.2215,1637948880.0,1637949600.0,4,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.003402966271430047,True,False,False,0.004824763741009888,2.0726,125780824.7214,1637949060.0,1637949600.0,3,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.031137845033128136,True,False,True,0.003561800657936896,2.8076,1559020364.6361,1637949780.0,1637951400.0,9,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.007201478131381375,False,False,True,0.0025654220656116038,3.898,-500605556.089,1637961840.0,1637962380.0,3,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.008797249209162153,True,True,False,0.006414184043754738,1.559,244589789.2566,1637963280.0,1637964180.0,5,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.003985945534124335,False,False,False,0.003585945534124335,2.7887,-198225953.7728,1637970840.0,1637971020.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.002043053161637605,False,False,False,0.0016430531616376052,6.0862,-221748605.3283,1637973360.0,1637973540.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.0059904286052518164,False,False,False,0.006390428605251817,1.5648,167170928.4154,1637973900.0,1637974080.0,1,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.00998551094089974,True,False,True,0.004863382666633061,2.0562,366154768.4233,1637974260.0,1637975160.0,5,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.01086218682253097,False,False,True,0.004289301663026475,2.3314,-451609971.2378,1637974260.0,1637974980.0,4,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.03906821489498009,True,False,True,0.004558980521188357,2.1935,1528229843.2548,1637974800.0,1637976600.0,10,trailing_after_tp1,2021-11,2021
NEARUSDT,LONG,True,0.005489676931466583,False,False,False,0.0058896769314665835,1.6979,166221868.1613,1637975340.0,1637975520.0,1,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.007112361047911943,True,False,False,0.006947312446477825,1.4394,182570165.2761,1637975520.0,1637976600.0,6,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.005663099376209316,False,False,False,0.005263099376209316,1.9,-191886957.7599,1637976420.0,1637976600.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,True,0.0022926867476529165,True,False,False,0.008929794390738295,1.1198,45786358.7068,1637976960.0,1637981100.0,23,reverse_trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.0032086209033824996,False,False,False,0.0028086209033824994,3.5605,-203731475.1453,1637977140.0,1637977320.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.009603580451991434,False,False,True,0.003696505588377703,2.7053,-463313182.1621,1637977680.0,1637978220.0,3,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.001558972224099564,True,False,False,0.005223078587540315,1.9146,53228553.248,1637977680.0,1637978940.0,7,reverse_trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.010285353040161973,True,True,True,0.002886627354065311,3.4643,635420651.5887,1637978940.0,1637979840.0,5,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.0026764580248064816,True,False,False,0.0029414433039307163,3.3997,162267968.8172,1638006480.0,1638007020.0,3,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.03089374980815263,True,False,True,0.0032961067013083014,3.0339,1671483939.3216,1638037080.0,1638041220.0,23,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.03842126676760928,True,False,True,0.003870030158537048,2.584,1770476535.3624,1638059580.0,1638060300.0,4,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.004903662663114224,False,False,False,0.0045036626631142235,2.2204,-194172435.5282,1638063720.0,1638065160.0,8,sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.00757423705550109,True,False,False,0.003426985601825939,2.918,394148119.3108,1638064260.0,1638064620.0,2,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.017590043244692613,False,False,True,0.007459869250488575,1.3405,-420502455.8948,1638064440.0,1638065160.0,4,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,True,0.00929436368126313,False,False,False,0.009694363681263128,1.0315,170975230.9418,1638065520.0,1638066600.0,6,reverse_sl_before_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.0027759576013600975,True,False,False,0.002923144454724903,3.421,169353975.5295,1638068940.0,1638069480.0,3,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.013943968908909168,True,False,False,0.0022642854255235027,4.4164,1098216791.4109,1638074160.0,1638075600.0,8,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.011947259515865106,True,False,False,0.003929177417360635,2.5451,542249928.229,1638074340.0,1638075600.0,7,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.00900672404119547,False,False,True,0.003415426605771027,2.9279,-470278088.5936,1638077940.0,1638078300.0,2,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.02168813392314648,True,False,True,0.005744955669063156,1.7407,673237579.0173,1638077940.0,1638080280.0,13,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.006910326779342637,False,False,False,0.006510326779342637,1.536,-189290423.1113,1638078120.0,1638078300.0,1,sl_before_tp1,2021-11,2021
SOLUSDT,LONG,True,0.001971347213163149,True,False,False,0.004449263126286449,2.2476,79014696.7997,1638078660.0,1638079380.0,4,reverse_trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,-0.003353664469607559,False,False,False,0.002953664469607559,3.3856,-202484272.5005,1638078840.0,1638079020.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.01098961018738162,True,False,False,0.004019666724601768,2.4878,487556652.0726,1638087480.0,1638088560.0,6,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.0014853518587983302,True,False,False,0.0038281900914765017,2.6122,69194040.9526,1638110520.0,1638111060.0,3,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,0.08469404474611705,True,False,True,0.0032302324467685046,3.0958,4675757120.5756,1638122760.0,1638124380.0,9,trailing_after_tp1,2021-11,2021
SOLUSDT,SHORT,False,0.008214137478260086,True,False,False,0.003474692692230674,2.878,421578458.4425,1638124560.0,1638124920.0,2,trailing_after_tp1,2021-11,2021
NEARUSDT,SHORT,False,-0.003009580731743079,False,False,False,0.0026095807317430787,3.832,-205668653.9698,1638126180.0,1638126360.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,True,0.004096667709463731,True,False,False,0.011032848300036282,0.9064,66217981.3282,1638126720.0,1638132120.0,30,reverse_trailing_after_tp1,2021-11,2021
NEARUSDT,LONG,False,-0.0036157516004051244,False,False,False,0.0032157516004051243,3.1097,-200515956.2431,1638248400.0,1638249120.0,4,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,False,-0.00305953739669019,False,False,False,0.00265953739669019,3.7601,-205155190.6369,1638279000.0,1638279180.0,1,sl_before_tp1,2021-11,2021
NEARUSDT,LONG,False,0.014198899264975669,True,True,False,0.0028720467688651396,3.4818,881649601.161,1638279540.0,1638280980.0,8,trailing_after_tp1,2021-11,2021
