trade,entry_ts,equity_before,pnl_usd,equity_after
11296,1716842160.0,9.967031339750103e+22,-4.624232408371339e+20,9.92078901566639e+22
11297,1716862680.0,9.92078901566639e+22,-4.46857786587018e+20,9.876103237007687e+22
11298,1716863220.0,9.876103237007687e+22,3.4248946688546075e+19,9.879528131676542e+22
11299,1716864480.0,9.879528131676542e+22,-4.621226282249681e+20,9.833315868854045e+22
11300,1716865020.0,9.833315868854045e+22,1.087691180708751e+20,9.844192780661133e+22
11301,1716904980.0,9.844192780661133e+22,-1.024005794320882e+21,9.741792201229044e+22
11302,1716905700.0,9.741792201229044e+22,-7.756627845003064e+19,9.734035573384042e+22
11303,1716906780.0,9.734035573384042e+22,-4.373287504106462e+20,9.690302698342977e+22
11304,1716907320.0,9.690302698342977e+22,7.349912628725182e+19,9.697652610971702e+22
11305,1716910740.0,9.697652610971702e+22,3.5874963748084987e+20,9.733527574719786e+22
11306,1716914700.0,9.733527574719786e+22,-5.1504887845389815e+20,9.682022686874397e+22
11307,1716915240.0,9.682022686874397e+22,-4.5411273340146565e+19,9.677481559540381e+22
11308,1717052940.0,9.677481559540381e+22,1.1830244215330402e+21,9.795784001693685e+22
11309,1717057260.0,9.795784001693685e+22,-4.6842696310956386e+20,9.748941305382728e+22
11310,1717057800.0,9.748941305382728e+22,-3.783183686321296e+20,9.711109468519516e+22
11311,1717164900.0,9.711109468519516e+22,-4.628011215796858e+20,9.664829356361547e+22
11312,1718074980.0,9.664829356361543e+22,-1.1333869457932314e+21,9.551490661782221e+22
11313,1718075520.0,9.551490661782221e+22,8.690058477771235e+20,9.638391246559934e+22
11314,1718078220.0,9.638391246559934e+22,-1.2624224198770137e+21,9.512149004572233e+22
11315,1718078760.0,9.512149004572233e+22,8.746255749610003e+20,9.599611562068333e+22
11316,1718114940.0,9.599611562068333e+22,-1.3010012474235856e+21,9.469511437325974e+22
11317,1718117100.0,9.469511437325974e+22,-1.1629965199531677e+21,9.353211785330658e+22
11318,1718122680.0,9.353211785330658e+22,5.261854467312253e+21,9.879397232061883e+22
11319,1718286300.0,9.879397232061883e+22,7.819580708784756e+21,1.0661355302940359e+23
11320,1718290260.0,1.0661355302940359e+23,2.954960225634404e+21,1.09568513255038e+23
11321,1718293860.0,1.09568513255038e+23,-2.406292469020314e+21,1.0716222078601769e+23
11322,1718295480.0,1.0716222078601769e+23,-2.8885156456659744e+21,1.0427370514035172e+23
11323,1718295840.0,1.0427370514035172e+23,-2.395037222376029e+21,1.018786679179757e+23
11324,1718383320.0,1.018786679179757e+23,-1.2183096219075598e+21,1.0066035829606814e+23
11325,1718383860.0,1.0066035829606814e+23,8.435966529584818e+20,1.0150395494902662e+23
11326,1718384040.0,1.0150395494902662e+23,2.901040205298098e+21,1.0440499515432471e+23
11327,1718384040.0,1.0440499515432471e+23,1.837300634018977e+21,1.0624229578834369e+23
11328,1718384040.0,1.0624229578834369e+23,-2.388724666781939e+21,1.0385357112156175e+23
11329,1718384220.0,1.0385357112156175e+23,2.672386508886763e+21,1.0652595763044851e+23
11330,1718390880.0,1.0652595763044851e+23,-1.0852476143880114e+21,1.054407100160605e+23
11331,1718641080.0,1.054407100160605e+23,5.391352966492054e+20,1.059798453127097e+23
11332,1718641080.0,1.059798453127097e+23,2.898764740573354e+21,1.0887861005328305e+23
11333,1718643240.0,1.0887861005328305e+23,-2.339913169405596e+21,1.0653869688387746e+23
11334,1718644860.0,1.0653869688387746e+23,9.148045358817149e+20,1.0745350141975918e+23
11335,1718646480.0,1.0745350141975918e+23,-2.5750465618648996e+21,1.0487845485789428e+23
11336,1718658540.0,1.0487845485789428e+23,-2.3578486443007494e+21,1.0252060621359353e+23
11337,1718659260.0,1.0252060621359354e+23,9.081976798303926e+20,1.0342880389342393e+23
11338,1718660340.0,1.0342880389342393e+23,9.149182511010122e+21,1.1257798640443405e+23
11339,1718670960.0,1.1257798640443405e+23,7.393355000519138e+21,1.1997134140495319e+23
11340,1718676180.0,1.1997134140495319e+23,2.266696261020792e+21,1.2223803766597397e+23
11341,1718678520.0,1.2223803766597397e+23,-2.2812163672552817e+20,1.2200991602924844e+23
11342,1718679240.0,1.2200991602924844e+23,1.0986487520229639e+21,1.231085647812714e+23
11343,1718685360.0,1.231085647812714e+23,-2.7071779045328625e+21,1.2040138687673854e+23
11344,1718685900.0,1.2040138687673854e+23,2.4525812011300186e+20,1.2064664499685155e+23
11345,1718686080.0,1.2064664499685155e+23,-1.0794548825494466e+21,1.195671901143021e+23
11346,1718717400.0,1.195671901143021e+23,4.6578347725499746e+21,1.2422502488685208e+23
11347,1718724960.0,1.2422502488685208e+23,-1.0638137835192572e+21,1.2316121110333281e+23
11348,1718733600.0,1.2316121110333281e+23,3.0126203331187064e+21,1.2617383143645151e+23
11349,1718735220.0,1.261738314364515e+23,9.141255625975446e+21,1.3531508706242695e+23
11350,1718740080.0,1.3531508706242695e+23,-1.1092229662676485e+21,1.342058640961593e+23
11351,1718740620.0,1.342058640961593e+23,-3.382124881860133e+20,1.338676516079733e+23
11352,1718750520.0,1.338676516079733e+23,4.6699540160645363e+21,1.3853760562403784e+23
11353,1718848980.0,1.3853760562403784e+23,3.8055513370176494e+21,1.423431569610555e+23
11354,1718851860.0,1.423431569610555e+23,-2.390984257569411e+21,1.3995217270348608e+23
11355,1718861580.0,1.3995217270348608e+23,2.9638098610602e+21,1.4291598256454628e+23
11356,1718872920.0,1.4291598256454628e+23,-1.2375073541703907e+21,1.4167847521037588e+23
11357,1718875260.0,1.4167847521037588e+23,-1.1085462817413797e+21,1.405699289286345e+23
11358,1718886420.0,1.405699289286345e+23,1.9943297402881022e+21,1.425642586689226e+23
11359,1718886780.0,1.425642586689226e+23,-2.496786786399332e+21,1.4006747188252327e+23
11360,1718887500.0,1.4006747188252327e+23,9.116365116443435e+20,1.4097910839416761e+23
11361,1718892000.0,1.4097910839416761e+23,-1.1169376612593606e+21,1.3986217073290824e+23
11362,1718892540.0,1.3986217073290824e+23,7.0633288715571446e+19,1.3993280402162381e+23
11363,1718895780.0,1.3993280402162381e+23,5.335487766496782e+20,1.4046635279827349e+23
11364,1718904420.0,1.4046635279827349e+23,1.970875763776904e+22,1.6017511043604252e+23
11365,1718913600.0,1.6017511043604252e+23,1.2103430823008917e+21,1.613854535183434e+23
11366,1718942400.0,1.613854535183434e+23,-1.075581347500752e+21,1.6030987217084266e+23
11367,1718942940.0,1.6030987217084266e+23,3.2050989930488854e+21,1.6351497116389153e+23
11368,1718961660.0,1.6351497116389153e+23,-1.1054058444971002e+21,1.6240956531939444e+23
11369,1718962200.0,1.6240956531939444e+23,-5.725804153463171e+20,1.6183698490404813e+23
11370,1718962920.0,1.6183698490404813e+23,-1.0187575684782452e+21,1.608182273355699e+23
11371,1718963460.0,1.608182273355699e+23,-2.1862910542852066e+21,1.586319362812847e+23
11372,1718966160.0,1.586319362812847e+23,-5.407603265863185e+19,1.5857786024862606e+23
11373,1718992620.0,1.5857786024862606e+23,3.6077800892896575e+20,1.5893863825755503e+23
11374,1718998560.0,1.5893863825755503e+23,-1.0543945171696365e+21,1.578842437403854e+23
11375,1719008820.0,1.578842437403854e+23,-1.2699816552262594e+20,1.5775724557486277e+23
11376,1719200340.0,1.5775724557486277e+23,-1.1433166577128815e+21,1.5661392891714987e+23
11377,1719224460.0,1.5661392891714987e+23,-2.2847419743240784e+21,1.543291869428258e+23
11378,1719230040.0,1.543291869428258e+23,3.080964084524162e+21,1.5741015102734996e+23
11379,1719242280.0,1.5741015102734996e+23,-1.1551759600345435e+21,1.562549750673154e+23
11380,1719242820.0,1.562549750673154e+23,-1.0922591908115019e+21,1.551627158765039e+23
11381,1719245160.0,1.551627158765039e+23,-1.129667393295792e+21,1.540330484832081e+23
11382,1719245700.0,1.540330484832081e+23,9.190541881563981e+20,1.549521026713645e+23
11383,1719257220.0,1.549521026713645e+23,9.924087731464029e+21,1.6487619040282854e+23
11384,1719262440.0,1.6487619040282854e+23,-1.1063692570586875e+21,1.6376982114576985e+23
11385,1719284220.0,1.6376982114576985e+23,7.343864504018013e+21,1.7111368564978786e+23
11386,1719289080.0,1.7111368564978786e+23,1.202607201794448e+21,1.723162928515823e+23
11387,1719325620.0,1.723162928515823e+23,2.1213566347039657e+21,1.7443764948628627e+23
11388,1719327600.0,1.7443764948628627e+23,-1.0871415106049755e+21,1.7335050797568128e+23
11389,1719328140.0,1.7335050797568128e+23,9.097296813806012e+20,1.7426023765706188e+23
11390,1719333180.0,1.7426023765706188e+23,-1.0696346851723318e+21,1.7319060297188954e+23
11391,1719500760.0,1.7319060297188954e+23,-1.0394579453986705e+21,1.7215114502649086e+23
11392,1719591300.0,1.7215114502649086e+23,-1.1378040903730745e+21,1.7101334093611777e+23
11393,1719592740.0,1.7101334093611777e+23,-1.1973790467228453e+21,1.698159618893949e+23
11394,1719605700.0,1.698159618893949e+23,-2.4081540347832146e+21,1.674078078546117e+23
11395,1719933660.0,1.674078078546118e+23,-4.330774492264352e+21,1.6307703336234742e+23
11396,1719934920.0,1.6307703336234742e+23,-1.85104292765423e+21,1.612259904346932e+23
11397,1720011060.0,1.612259904346932e+23,2.3286218106061906e+21,1.6355461224529936e+23
11398,1720014300.0,1.6355461224529936e+23,-5.878137875837221e+21,1.5767647436946215e+23
11399,1720014480.0,1.5767647436946215e+23,-1.904285010777082e+21,1.557721893586851e+23
11400,1720015020.0,1.557721893586851e+23,1.5380459232282982e+21,1.5731023528191337e+23
11401,1720015020.0,1.5731023528191337e+23,1.4515954095549328e+21,1.5876183069146832e+23
11402,1720015200.0,1.5876183069146832e+23,7.315356434575783e+21,1.660771871260441e+23
11403,1720025640.0,1.660771871260441e+23,-4.217088778430498e+21,1.618600983476136e+23
11404,1720057680.0,1.618600983476136e+23,1.8765537905363196e+22,1.806256362529768e+23
11405,1720058040.0,1.806256362529768e+23,8.675165042870302e+21,1.893008012958471e+23
11406,1720063620.0,1.893008012958471e+23,-1.9886087947090725e+21,1.8731219250113803e+23
11407,1720064160.0,1.8731219250113803e+23,6.188734232209223e+20,1.8793106592435897e+23
11408,1720078200.0,1.8793106592435897e+23,2.0729596984519793e+21,1.9000402562281096e+23
11409,1720090980.0,1.9000402562281096e+23,-5.086302325878331e+21,1.8491772329693262e+23
11410,1720107180.0,1.8491772329693262e+23,-4.499785699221131e+21,1.804179375977115e+23
11411,1720107360.0,1.804179375977115e+23,-2.0529341604792886e+21,1.783650034372322e+23
11412,1720107900.0,1.783650034372322e+23,-1.5389422253815927e+21,1.7682606121185064e+23
11413,1720108080.0,1.7682606121185064e+23,1.1409242104003895e+20,1.7694015363289068e+23
11414,1720113840.0,1.7694015363289068e+23,-1.8318490052803074e+21,1.7510830462761036e+23
11415,1720135800.0,1.7510830462761036e+23,1.8071131139301871e+22,1.9317943576691223e+23
11416,1720139220.0,1.9317943576691223e+23,2.2513448761016412e+21,1.9543078064301387e+23
11417,1720141920.0,1.9543078064301387e+23,3.031753388148377e+21,1.9846253403116226e+23
11418,1720143360.0,1.9846253403116226e+23,-3.8201740739702785e+21,1.9464235995719197e+23
11419,1720146420.0,1.9464235995719197e+23,-1.7738915763493334e+21,1.9286846838084264e+23
11420,1720149840.0,1.9286846838084264e+23,-1.790635615488272e+21,1.9107783276535435e+23
11421,1720154880.0,1.9107783276535435e+23,6.849696409976575e+21,1.9792752917533093e+23
11422,1720157940.0,1.9792752917533093e+23,-4.584186328589087e+21,1.9334334284674185e+23
11423,1720162980.0,1.9334334284674185e+23,-1.859781893928519e+21,1.9148356095281334e+23
11424,1720163520.0,1.9148356095281334e+23,1.5621711359913288e+21,1.9304573208880468e+23
11425,1720168380.0,1.9304573208880468e+23,1.6675065302169942e+22,2.0972079739097463e+23
11426,1720185480.0,2.0972079739097463e+23,-4.005945584928626e+21,2.05714851806046e+23
11427,1720186380.0,2.05714851806046e+23,1.6219556191329305e+21,2.0733680742517894e+23
11428,1720220760.0,2.0733680742517894e+23,-2.033988525501312e+21,2.0530281889967763e+23
11429,1720221300.0,2.0530281889967763e+23,1.5794239093312287e+21,2.0688224280900885e+23
11430,1720283940.0,2.0688224280900885e+23,-2.0056235259254772e+21,2.0487661928308338e+23
11431,1720285560.0,2.0487661928308338e+23,-4.2353224930566854e+21,2.006412967900267e+23
11432,1720407060.0,2.006412967900267e+23,4.124451160077902e+21,2.047657479501046e+23
11433,1720407420.0,2.047657479501046e+23,-1.9902868598255547e+21,2.0277546109027905e+23
11434,1720415700.0,2.0277546109027905e+23,1.872010112453302e+21,2.0464747120273235e+23
11435,1720416600.0,2.0464747120273235e+23,-4.6380035437860367e+21,2.000094676589463e+23
11436,1720416780.0,2.000094676589463e+23,-1.8332280889980538e+21,1.9817623956994824e+23
11437,1720417320.0,1.9817623956994824e+23,1.525810835673399e+21,1.9970205040562162e+23
11438,1720417320.0,1.9970205040562162e+23,4.043201775828143e+20,2.0010637058320443e+23
11439,1720417500.0,2.0010637058320443e+23,1.281965952040285e+21,2.013883365352447e+23
11440,1720418400.0,2.013883365352447e+23,-5.327525432475203e+21,1.960608111027695e+23
11441,1720418580.0,1.960608111027695e+23,1.0331330759277117e+21,1.970939441786972e+23
11442,1720419660.0,1.970939441786972e+23,1.762571725167883e+20,1.97270201351214e+23
11443,1720422900.0,1.97270201351214e+23,-4.17166635768405e+21,1.9309853499352994e+23
11444,1720423800.0,1.9309853499352994e+23,-1.899911703556071e+21,1.9119862328997388e+23
11445,1720425600.0,1.9119862328997388e+23,-1.8953994064213983e+21,1.8930322388355248e+23
11446,1720426140.0,1.8930322388355248e+23,-1.4293417342591647e+21,1.8787388214929332e+23
11447,1720451520.0,1.8787388214929332e+23,-3.852285659755521e+21,1.8402159648953778e+23
11448,1720453320.0,1.8402159648953778e+23,-4.030227658715927e+20,1.836185737236662e+23
11449,1720454040.0,1.836185737236662e+23,-4.48276386397273e+21,1.7913580985969346e+23
11450,1720461780.0,1.7913580985969346e+23,4.8148305047587285e+20,1.7961729291016933e+23
11451,1720463040.0,1.7961729291016933e+23,-4.1174040290679183e+21,1.754998888811014e+23
11452,1720464120.0,1.754998888811014e+23,1.5839054465694782e+21,1.7708379432767088e+23
11453,1720465380.0,1.7708379432767088e+23,-2.3069728745187398e+21,1.7477682145315213e+23
11454,1720466100.0,1.7477682145315213e+23,-4.272902202342609e+21,1.705039192508095e+23
11455,1720466820.0,1.705039192508095e+23,1.5381344822044393e+21,1.7204205373301396e+23
11456,1720473120.0,1.7204205373301396e+23,-1.856254900619235e+21,1.7018579883239472e+23
11457,1720473660.0,1.7018579883239472e+23,4.242300813999524e+20,1.706100289137947e+23
11458,1720488780.0,1.706100289137947e+23,-4.176781186874544e+20,1.7019235079510722e+23
11459,1720493820.0,1.7019235079510722e+23,-4.274148898589311e+21,1.6591820189651792e+23
11460,1720495260.0,1.6591820189651792e+23,1.5675307201783144e+21,1.6748573261669623e+23
11461,1720507500.0,1.6748573261669623e+23,-4.5660319318150543e+21,1.629197006848812e+23
11462,1720508400.0,1.629197006848812e+23,1.4825982855360825e+21,1.6440229897041728e+23
11463,1720540980.0,1.6440229897041728e+23,-1.8346400781307994e+21,1.6256765889228647e+23
11464,1720546740.0,1.6256765889228647e+23,1.9349075697555572e+21,1.6450256646204202e+23
11465,1720587420.0,1.6450256646204205e+23,1.9449851239162802e+21,1.6644755158595832e+23
11466,1720587600.0,1.6644755158595832e+23,-4.029054554090549e+21,1.6241849703186775e+23
11467,1720616220.0,1.6241849703186775e+23,8.81695063894107e+20,1.6330019209576187e+23
11468,1720619100.0,1.6330019209576187e+23,1.8002277107606044e+21,1.6510041980652246e+23
11469,1720621260.0,1.6510041980652246e+23,7.26992134996386e+21,1.7237034115648632e+23
11470,1720694520.0,1.7237034115648632e+23,-1.9141479955566572e+21,1.7045619316092967e+23
11471,1720709640.0,1.7045619316092967e+23,1.2508630344442707e+22,1.829648235053724e+23
11472,1720717020.0,1.829648235053724e+23,-1.8746813346577813e+21,1.810901421707146e+23
11473,1720724400.0,1.810901421707146e+23,-4.729472364993137e+21,1.7636066980572148e+23
11474,1720726020.0,1.7636066980572148e+23,-4.524182770136247e+20,1.7590825152870785e+23
11475,1720744920.0,1.7590825152870785e+23,-4.350422163841625e+21,1.7155782936486623e+23
11476,1720749240.0,1.7155782936486623e+23,6.17943141133309e+21,1.7773726077619932e+23
11477,1720756080.0,1.7773726077619932e+23,-1.9636779994127653e+21,1.7577358277678655e+23
11478,1720756620.0,1.7577358277678655e+23,-8.062522832359929e+20,1.7496733049355057e+23
11479,1720913940.0,1.7496733049355057e+23,-4.851918455914671e+21,1.701154120376359e+23
11480,1720915020.0,1.701154120376359e+23,2.318066203576399e+22,1.932960740733999e+23
11481,1720922040.0,1.932960740733999e+23,-2.046050971533125e+21,1.9125002310186678e+23
11482,1720922580.0,1.9125002310186678e+23,4.105886568627574e+20,1.9166061175872955e+23
11483,1720924740.0,1.9166061175872955e+23,5.145510280002656e+21,1.9680612203873222e+23
11484,1720932660.0,1.9680612203873222e+23,-2.0125661561209362e+21,1.9479355588261128e+23
11485,1721009160.0,1.9479355588261128e+23,-1.98754816924254e+21,1.9280600771336873e+23
11486,1721075220.0,1.9280600771336873e+23,2.5829672102701003e+21,1.9538897492363885e+23
11487,1721084040.0,1.9538897492363885e+23,-1.8339494824960244e+21,1.935550254411428e+23
11488,1721103840.0,1.935550254411428e+23,-1.9857057375825515e+21,1.9156931970356024e+23
11489,1721109780.0,1.9156931970356024e+23,-1.8388869912075376e+21,1.897304327123527e+23
11490,1721112840.0,1.897304327123527e+23,8.815975946256928e+20,1.906120303069784e+23
11491,1721114820.0,1.906120303069784e+23,1.60639646784255e+22,2.066759949854039e+23
11492,1721129040.0,2.066759949854039e+23,-1.9275900383400666e+21,2.0474840494706383e+23
11493,1721129580.0,2.0474840494706383e+23,1.5824691952625477e+21,2.0633087414232637e+23
11494,1721131920.0,2.0633087414232637e+23,-4.6720759785635583e+21,2.0165879816376282e+23
11495,1721132460.0,2.0165879816376282e+23,1.714559897393812e+21,2.0337335806115662e+23
11496,1721132460.0,2.0337335806115662e+23,1.788869049277837e+21,2.0516222711043446e+23
11497,1721143440.0,2.0516222711043446e+23,-4.1433296476211763e+21,2.010188974628133e+23
11498,1721147040.0,2.010188974628133e+23,-4.511051879915017e+21,1.965078455828983e+23
11499,1721147760.0,1.965078455828983e+23,1.534154629051555e+21,1.9804200021194986e+23
11500,1721150640.0,1.9804200021194986e+23,5.185581391567696e+21,2.0322758160351755e+23
11501,1721150820.0,2.0322758160351755e+23,-4.477419256245314e+21,1.9875016234727223e+23
11502,1721151540.0,1.9875016234727223e+23,-4.2057410530916004e+21,1.9454442129418063e+23
11503,1721224080.0,1.9454442129418063e+23,-3.826125975662774e+21,1.9071829531851786e+23
11504,1721225340.0,1.9071829531851786e+23,-2.8784059117802635e+20,1.9043045472733985e+23
11505,1721269440.0,1.9043045472733985e+23,7.990250307122411e+21,1.9842070503446227e+23
11506,1721334240.0,1.9842070503446227e+23,5.502237311221343e+21,2.039229423456836e+23
11507,1721375280.0,2.039229423456836e+23,-1.8490222379115783e+21,2.0207392010777202e+23
11508,1721376000.0,2.0207392010777202e+23,-2.107055174626806e+21,1.999668649331452e+23
11509,1721377800.0,1.999668649331452e+23,2.877890435533103e+21,2.028447553686783e+23
11510,1721381220.0,2.028447553686783e+23,-4.5153459268733386e+21,1.9832940944180496e+23
11511,1721382120.0,1.9832940944180496e+23,1.0814338647814023e+20,1.984375528282831e+23
11512,1721397780.0,1.984375528282831e+23,1.008374884287207e+22,2.0852130167115518e+23
11513,1721398140.0,2.0852130167115518e+23,3.8150028986131315e+21,2.1233630456976832e+23
11514,1721398320.0,2.1233630456976832e+23,9.992908849298763e+20,2.133355954546982e+23
11515,1721399760.0,2.133355954546982e+23,-4.7213206610971806e+21,2.0861427479360103e+23
11516,1721400300.0,2.0861427479360103e+23,1.1008162364288791e+22,2.1962243715788983e+23
11517,1721401560.0,2.1962243715788983e+23,-1.872833087531418e+21,2.1774960407035842e+23
11518,1721579580.0,2.1774960407035842e+23,-1.867622984814851e+21,2.1588198108554357e+23
11519,1721579760.0,2.1588198108554357e+23,1.3361946243967104e+22,2.2924392732951067e+23
11520,1721580120.0,2.2924392732951067e+23,1.5111151683029702e+21,2.3075504249781365e+23
11521,1721582100.0,2.3075504249781365e+23,-2.0581943784980559e+21,2.286968481193156e+23
11522,1721582640.0,2.286968481193156e+23,1.1416056752776094e+20,2.2881100868684338e+23
11523,1721586060.0,2.2881100868684338e+23,1.2455028116833549e+22,2.4126603680367692e+23
11524,1721662920.0,2.4126603680367692e+23,-3.1044893572846394e+20,2.4095558786794845e+23
11525,1721714040.0,2.4095558786794845e+23,-2.168399177824002e+21,2.3878718869012446e+23
11526,1721714580.0,2.3878718869012446e+23,1.5699326871149365e+21,2.403571213772394e+23
11527,1721744100.0,2.403571213772394e+23,5.11147322790182e+21,2.4546859460514122e+23
11528,1721753100.0,2.4546859460514122e+23,-1.783888608392203e+21,2.43684705996749e+23
11529,1721755800.0,2.43684705996749e+23,1.9241864055897218e+21,2.4560889240233874e+23
11530,1721757600.0,2.4560889240233874e+23,4.6618218602594e+21,2.5027071426259814e+23
11531,1721835900.0,2.5027071426259814e+23,-1.856546950059477e+21,2.4841416731253866e+23
11532,1721836620.0,2.4841416731253866e+23,4.739637698022148e+21,2.531538050105608e+23
11533,1721859120.0,2.531538050105608e+23,8.564253922587895e+21,2.617180589331487e+23
11534,1721863800.0,2.617180589331487e+23,3.473060105625223e+20,2.6206536494371125e+23
11535,1721864160.0,2.6206536494371125e+23,2.0840935323842537e+22,2.8290630026755377e+23
11536,1721876580.0,2.8290630026755377e+23,4.3458302291550436e+21,2.872521304967088e+23
11537,1721877660.0,2.872521304967088e+23,-4.303059890874458e+21,2.8294907060583433e+23
11538,1721878380.0,2.8294907060583433e+23,-4.1872294210938093e+21,2.787618411847405e+23
11539,1721878560.0,2.787618411847405e+23,5.7282276078281903e+20,2.793346639455233e+23
11540,1721879100.0,2.793346639455233e+23,-4.6559060939951136e+21,2.746787578515282e+23
11541,1721879820.0,2.746787578515282e+23,1.5411888410887782e+21,2.7621994669261695e+23
11542,1721912220.0,2.7621994669261695e+23,-1.8703148320845052e+21,2.7434963186053244e+23
11543,1721912760.0,2.7434963186053244e+23,1.5387108051367965e+21,2.7588834266566923e+23
11544,1721916180.0,2.7588834266566923e+23,2.8305402005332107e+21,2.7871888286620243e+23
11545,1721919420.0,2.7871888286620243e+23,5.628641565787975e+21,2.843475244319904e+23
11546,1721921940.0,2.843475244319904e+23,5.705240963112111e+21,2.900527653951025e+23
11547,1721922120.0,2.900527653951025e+23,8.522651593110205e+21,2.9857541698821268e+23
11548,1721926080.0,2.9857541698821268e+23,1.7740721978170035e+20,2.9875282420799438e+23
11549,1721926440.0,2.9875282420799438e+23,-4.570654458777649e+21,2.941821697492167e+23
11550,1721926440.0,2.941821697492167e+23,-4.558753472395166e+21,2.8962341627682156e+23
11551,1721926620.0,2.8962341627682156e+23,-1.9277274548323725e+21,2.8769568882198917e+23
11552,1721926620.0,2.8769568882198917e+23,-1.8891180672920023e+21,2.8580657075469718e+23
11553,1721927160.0,2.8580657075469718e+23,1.511105382674506e+21,2.8731767613737167e+23
11554,1721927160.0,2.8731767613737167e+23,1.5344451217420124e+21,2.888521212591137e+23
11555,1721927520.0,2.888521212591137e+23,5.528356753705812e+21,2.943804780128195e+23
11556,1721927520.0,2.943804780128195e+23,-2.0103550497207041e+21,2.9237012296309878e+23
11557,1721928060.0,2.9237012296309878e+23,6.799792218470173e+21,2.9916991518156895e+23
11558,1721928240.0,2.9916991518156895e+23,5.526700707920596e+21,3.0469661588948956e+23
11559,1721930220.0,3.0469661588948956e+23,-1.8938867865985163e+21,3.02802729102891e+23
11560,1721931840.0,3.02802729102891e+23,2.098554549669885e+22,3.2378827459958985e+23
11561,1721932380.0,3.2378827459958985e+23,1.1876341293014317e+22,3.3566461589260413e+23
11562,1721932740.0,3.3566461589260413e+23,3.8801789584199747e+21,3.395447948510241e+23
11563,1721932920.0,3.395447948510241e+23,-1.8110388296167003e+21,3.377337560214074e+23
11564,1721947500.0,3.377337560214074e+23,-4.2548488780209696e+21,3.3347890714338644e+23
11565,1721947680.0,3.3347890714338644e+23,1.126721579017976e+22,3.447461229335662e+23
11566,1721952900.0,3.447461229335662e+23,1.5973217373481838e+21,3.463434446709144e+23
11567,1721953440.0,3.463434446709144e+23,1.0539030334882392e+21,3.473973477044026e+23
11568,1722073140.0,3.473973477044026e+23,-1.9759468831286105e+21,3.45421400821274e+23
11569,1722073680.0,3.45421400821274e+23,1.4780430538357547e+21,3.468994438751097e+23
11570,1722112200.0,3.468994438751097e+23,-7.958298755951473e+20,3.461036139995146e+23
11571,1722115980.0,3.461036139995146e+23,-4.1358390961417324e+21,3.4196777490337285e+23
11572,1722117060.0,3.4196777490337285e+23,-4.2671980495169866e+21,3.3770057685385586e+23
11573,1722213720.0,3.3770057685385586e+23,-1.9001736594077935e+21,3.3580040319444806e+23
11574,1722270060.0,3.3580040319444806e+23,1.8504677704765979e+22,3.5430508089921406e+23
11575,1722458340.0,3.5430508089921406e+23,2.737473970118807e+21,3.5704255486933284e+23
11576,1722458520.0,3.5704255486933284e+23,5.509863543463171e+21,3.62552418412796e+23
11577,1722460860.0,3.62552418412796e+23,5.420083564480347e+21,3.679725019772763e+23
11578,1722461220.0,3.679725019772763e+23,1.419897497927074e+21,3.693923994752034e+23
11579,1722528180.0,3.6939239947520365e+23,-3.851964733903376e+21,3.6554043474130026e+23
11580,1722533760.0,3.6554043474130026e+23,3.5718235405295493e+21,3.691122582818298e+23
11581,1722543300.0,3.691122582818298e+23,2.107075904932497e+22,3.901830173311548e+23
11582,1722543480.0,3.901830173311548e+23,2.266599692906913e+22,4.128490142602239e+23
11583,1722571380.0,4.128490142602239e+23,1.7617290399255871e+22,4.3046630465947974e+23
11584,1722572820.0,4.3046630465947974e+23,6.319832387469252e+21,4.3678613704694896e+23
11585,1722582000.0,4.3678613704694896e+23,1.920201511229532e+22,4.5598815215924426e+23
11586,1722583260.0,4.5598815215924426e+23,-8.929448003149247e+21,4.47058704156095e+23
11587,1722609180.0,4.47058704156095e+23,1.661752093835053e+22,4.6367622509444556e+23
11588,1722616020.0,4.6367622509444556e+23,-9.049293269573963e+21,4.546269318248716e+23
11589,1722618360.0,4.546269318248716e+23,-4.258471630659146e+21,4.503684601942125e+23
11590,1722618900.0,4.503684601942125e+23,3.581228156924999e+21,4.5394968835113746e+23
11591,1722619800.0,4.5394968835113746e+23,-4.149855760769191e+21,4.497998325903683e+23
11592,1722620160.0,4.497998325903683e+23,-4.1742864283009034e+21,4.456255461620674e+23
11593,1722620880.0,4.456255461620674e+23,1.1206630025451654e+22,4.5683217618751904e+23
11594,1722621240.0,4.5683217618751904e+23,3.804581684488446e+21,4.606367578720075e+23
11595,1722624660.0,4.606367578720075e+23,-3.952501411466844e+21,4.5668425646054064e+23
11596,1722625560.0,4.5668425646054064e+23,-8.72639385551353e+21,4.479578626050271e+23
11597,1722630240.0,4.479578626050271e+23,7.783282936163053e+21,4.557411455411902e+23
11598,1722631140.0,4.557411455411902e+23,-4.033854276790441e+21,4.5170729126439975e+23
11599,1722631680.0,4.5170729126439975e+23,1.7689358873486256e+21,4.534762271517484e+23
11600,1722632040.0,4.534762271517484e+23,-4.4873450462256636e+21,4.4898888210552275e+23
11601,1722636900.0,4.4898888210552275e+23,1.0633541133939866e+22,4.5962242323946265e+23
11602,1722644820.0,4.5962242323946265e+23,1.0559962106562311e+22,4.7018238534602496e+23
11603,1722646260.0,4.7018238534602496e+23,1.200577494278933e+22,4.821881602888143e+23
11604,1722650580.0,4.821881602888143e+23,-4.241637976102831e+21,4.7794652231271146e+23
