trade,entry_ts,equity_before,pnl_usd,equity_after
5417,1641466800.0,340942572666.85,-8426788226.57,332515784440.28
5418,1641467880.0,332515784440.28,10663807754.7,343179592194.98
5419,1641483000.0,343179592194.98,-3253956631.73,339925635563.25
5420,1641483540.0,339925635563.25,1266195582.29,341191831145.54
5421,1641484620.0,341191831145.54,8694050577.04,349885881722.58
5422,1641504420.0,349885881722.58,31693624232.3,381579505954.89
5423,1641528360.0,381579505954.89,9433594936.19,391013100891.08
5424,1641535740.0,391013100891.08,9356150350.4,400369251241.48
5425,1641551040.0,400369251241.48,1432591988.87,401801843230.35
5426,1641553560.0,401801843230.35,-4006838790.76,397795004439.59
5427,1641554100.0,397795004439.59,2790853665.74,400585858105.32
5428,1641554820.0,400585858105.32,10136294256.87,410722152362.19
5429,1641564180.0,410722152362.19,-3200250513.73,407521901848.46
5430,1641564720.0,407521901848.46,763713857.19,408285615705.65
5431,1641567060.0,408285615705.65,35008957307.54,443294573013.19
5432,1641568500.0,443294573013.19,-7671423098.82,435623149914.37
5433,1641569760.0,435623149914.37,8496793474.77,444119943389.14
5434,1641574440.0,444119943389.14,-3454003820.68,440665939568.46
5435,1641574980.0,440665939568.46,2858261394.07,443524200962.53
5436,1641576060.0,443524200962.53,-7412943573.32,436111257389.21
5437,1641606840.0,436111257389.21,5634375039.04,441745632428.25
5438,1641609900.0,441745632428.25,-3478958649.18,438266673779.08
5439,1641610440.0,438266673779.08,2936431469.14,441203105248.22
5440,1641613860.0,441203105248.22,-7436595407.18,433766509841.04
5441,1641614580.0,433766509841.04,651212058.61,434417721899.65
5442,1641663720.0,434417721899.65,-3188675736.86,431229046162.79
5443,1641664260.0,431229046162.79,17992109673.05,449221155835.85
5444,1641670380.0,449221155835.85,-3240007349.27,445981148486.58
5445,1641670920.0,445981148486.58,5592605181.4,451573753667.98
