month,events,wr,start_eq,end_eq,profit,return_pct,maxdd_pct,pf,reverse_events
2021-01,97,0.31958762886597936,1000.0,1707.0098719999999,707.0098719999999,70.70098719999997,2.5127698847682476,4.963206530358332,17
2021-02,84,0.30952380952380953,1707.0098719999999,2715.011095860788,1008.0012238607881,59.05069680000001,2.7741148841272047,4.12183048995645,13
2021-03,94,0.3617021276595745,2715.0110958607875,4533.280492686919,1818.269396826132,66.97097480000001,1.6775109853689198,3.735984806235737,13
2021-04,82,0.2682926829268293,4533.280492686919,5733.517856127202,1200.237363440283,26.47613280000001,11.895260330992,2.069289343430881,18
2021-05,78,0.28205128205128205,5733.517856127202,7619.950211504997,1886.432355377795,32.901830999999994,7.723896105248058,2.382322889127657,11
2021-06,102,0.35294117647058826,7619.950211504997,11441.237834381895,3821.2876228768973,50.1484592,5.7312813475617075,2.6665993537024906,16
2021-07,170,0.27058823529411763,11441.237834381896,15033.404766036227,3592.1669316543303,31.39666339999998,7.9907888162206815,1.7133139002948177,22
2021-08,104,0.28846153846153844,15033.404766036227,17155.427396635685,2122.0226305994584,14.115382799999999,9.639377453626393,1.3802604187640133,18
2021-09,105,0.45714285714285713,17155.427396635685,31907.531515022012,14752.104118386327,85.99088660000002,2.2013911278371263,4.7119409262282765,12
2021-10,126,0.2698412698412698,31907.531515022016,36432.100848057504,4524.569333035488,14.18025500000002,9.391952124888556,1.3634004446198809,28
2021-11,128,0.375,36432.100848057504,55675.55210894064,19243.451260883136,52.82004279999999,3.0134348547727163,2.9982617633625073,23
2021-12,139,0.3381294964028777,55675.55210894064,83867.3455041887,28191.793395248067,50.635857799999975,3.4253943761472625,2.351609721623564,25
2022-01,115,0.34782608695652173,83867.3455041887,134803.13029301236,50935.78478882366,60.733751000000005,4.52121422334225,2.7572593199778406,17
2022-02,114,0.38596491228070173,134803.13029301236,243556.34533363732,108753.21504062496,80.67558579999998,3.162971522605601,4.553064575769594,15
2022-03,169,0.3431952662721893,243556.3453336373,426536.66094367794,182980.31561004065,75.1285356,5.8336765727698126,2.7720812801902444,28
2022-04,161,0.36645962732919257,426536.66094367794,675206.0268932824,248669.3659496045,58.2996466,3.8045841542406014,2.790612167080104,30
2022-05,109,0.3486238532110092,675206.0268932824,1026096.3994869756,350890.3725936932,51.96789699999997,5.28323011470582,2.6641108599754366,18
2022-06,110,0.4090909090909091,1026096.3994869757,1487813.1807852471,461716.7812982714,44.99740779999999,5.422080980522365,2.638123587482972,14
2022-07,158,0.3291139240506329,1487813.1807852471,2300247.711305128,812434.5305198808,54.6059506,6.505477118183626,2.3570711450621573,28
2022-08,187,0.33689839572192515,2300247.711305128,3952435.253278587,1652187.541973459,71.82650520000003,3.930750723617519,3.0056641953231664,36
2022-09,128,0.390625,3952435.253278587,5621225.541251308,1668790.2879727213,42.22182480000001,5.805577395808002,2.7220605427804654,17
