year,return_pct,maxdd_pct,trades,pf,win_rate,reverse_events
2021,570.9667855000001,11.302079068567915,1309,2.7152861783442264,32.391138273491215,216
2022,659.0494196000001,9.063066371679557,1642,2.697855482830782,34.40925700365408,276
2023,552.6226345000001,8.23415125459827,1659,2.5220269976558622,32.730560578661844,297
2024,478.3108827999999,8.694280270511872,1724,2.274753542436028,32.01856148491879,309
2025,445.1499705,6.849358366496112,1764,2.1862309092249794,31.462585034013607,317
2026,139.8851297,7.037088027539129,732,1.8620132009433579,29.78142076502732,142
