month,events,wr,start_eq,end_eq,profit,return_pct,maxdd_pct,pf,reverse_events
2021-01,97,0.31958762886597936,1000.0,1817.3874980000003,817.3874980000003,81.73874980000002,3.0098354360917776,5.051269706378075,17
2021-02,84,0.2976190476190476,1817.3874980000003,2848.221063711338,1030.8335657113378,56.72062600000001,4.7113229547674065,3.4135707594670173,13
2021-03,94,0.3617021276595745,2848.2210637113385,4738.691519806272,1890.470456094933,66.37372639999998,2.0179380196181245,3.482895872789379,13
2021-04,82,0.25609756097560976,4738.691519806272,6184.101328478309,1445.4098086720378,30.502297999999996,12.263539723229599,2.06571341625748,18
2021-05,78,0.28205128205128205,6184.101328478309,7710.604095850419,1526.5027673721097,24.684310400000008,9.67301703579526,1.88747595685506,11
2021-06,102,0.3235294117647059,7710.60409585042,11031.534015237114,3320.9299193866937,43.06964640000002,8.550536310320476,2.234155779739662,16
2021-07,170,0.24705882352941178,11031.534015237114,14601.566863574231,3570.0328483371177,32.3620708,11.023793275075755,1.6514318582631027,22
2021-08,104,0.25961538461538464,14601.566863574233,15779.533785538755,1177.966921964522,8.06740079999999,15.004538986342416,1.1871157689605654,18
2021-09,105,0.4380952380952381,15779.533785538755,29404.12136963407,13624.587584095316,86.34341020000001,2.2190726644974803,4.5286526105313305,12
2021-10,126,0.2619047619047619,29404.121369634067,31529.600399934807,2125.4790303007394,7.228507200000012,11.340323100645367,1.1512353344238917,28
2021-11,128,0.3671875,31529.600399934807,46396.579400654664,14866.979000719857,47.1524498,4.159145839283373,2.586716767385361,23
2021-12,139,0.33093525179856115,46396.579400654664,70416.7214057166,24020.142005061934,51.77136399999998,3.70767894357034,2.2149651488555695,25
2022-01,115,0.34782608695652173,70416.7214057166,114116.25570092909,43699.53429521249,62.05846199999998,6.1512731079942,2.5473440905851144,17
2022-02,114,0.38596491228070173,114116.25570092909,200167.10775758408,86050.85205665499,75.4063052,3.6932664189167905,3.9420119486417584,15
2022-03,169,0.3431952662721893,200167.10775758408,334554.886618292,134387.77886070794,67.13779319999999,5.355868085091879,2.3357556176219325,28
2022-04,161,0.36024844720496896,334554.886618292,553388.0776880824,218833.19106979034,65.41025100000004,4.322491878399778,2.74857161948644,30
2022-05,109,0.3302752293577982,553388.0776880824,758845.0669504605,205456.9892623782,37.127107999999986,7.902873074520947,2.036598091017766,18
