month,events,wr,start_eq,end_eq,profit,return_pct,maxdd_pct,pf,reverse_events
2021-01,97,0.31958762886597936,1000.0,1741.5620990000002,741.5620990000002,74.15620990000002,2.589644329254941,5.025082555861784,17
2021-02,84,0.2976190476190476,1741.5620990000002,2727.1041963231055,985.5420973231053,56.58954670000001,3.3419718634995466,3.79155545687497,13
2021-03,94,0.3617021276595745,2727.1041963231055,4447.3718318175825,1720.267635494477,63.080377999999996,1.7100861351379757,3.5190365824216636,13
2021-04,82,0.25609756097560976,4447.3718318175825,5701.057645908935,1253.6858140913528,28.18936354999999,12.5847947499975,2.0875889912343277,18
2021-05,78,0.28205128205128205,5701.057645908935,7267.9607326878,1566.9030867788651,27.484428049999998,8.88221061686027,2.1080242875834583,11
2021-06,102,0.3235294117647059,7267.960732687801,10494.123692094126,3226.162959406325,44.38883309999999,7.152172250457609,2.4063330613538096,16
2021-07,170,0.24705882352941178,10494.123692094126,13875.102612708612,3380.978920614485,32.2178299,9.570841821299382,1.7034017541429844,22
2021-08,104,0.25961538461538464,13875.102612708613,15023.911137858826,1148.8085251502125,8.279639849999999,12.881618971958922,1.2109871256400957,18
2021-09,105,0.4380952380952381,15023.911137858828,26708.742625819614,11684.831487960786,77.7748975,2.308316040784426,4.301062902060389,12
2021-10,126,0.2619047619047619,26708.742625819614,29206.978734011303,2498.2361081916897,9.353626800000004,9.669026940333461,1.2247807298331772,28
2021-11,128,0.3671875,29206.9787340113,42071.71097048608,12864.732236474778,44.04677509999997,3.5859334436194956,2.6014534794295,23
2021-12,139,0.33093525179856115,42071.71097048608,62822.40736482679,20750.69639434071,49.32220705000001,3.727319311122119,2.2664291737212245,25
2022-01,115,0.34782608695652173,62822.40736482679,103042.7703537518,40220.36298892501,64.02232049999998,4.9437141115392516,2.7809785136346856,17
2022-02,114,0.38596491228070173,103042.77035375181,180046.57797492086,77003.80762116905,74.72994695,3.6695487208362825,4.200406044149903,15
2022-03,169,0.3431952662721893,180046.57797492086,302222.73861692025,122176.16064199939,67.85808540000001,4.944584850725954,2.526894171286735,28
2022-04,161,0.36024844720496896,302222.73861692025,479710.9153764931,177488.17675957287,58.7276052,4.018149292404446,2.7430548607678222,30
2022-05,109,0.3302752293577982,479710.91537649307,664004.3043412522,184293.38896475913,38.417593399999994,6.070109936505761,2.1827147819330066,18
2022-06,110,0.39090909090909093,664004.3043412522,958942.9138551834,294938.6095139312,44.41817735,5.3464662727541485,2.5523733828147677,14
2022-07,158,0.3227848101265823,958942.9138551833,1509457.3281177883,550514.414262605,57.408465750000005,7.761641525797762,2.3674105145955515,28
2022-08,187,0.32620320855614976,1509457.3281177883,2622819.1678395076,1113361.8397217193,73.7590801,4.244343111801594,2.954907158443265,36
2022-09,128,0.3828125,2622819.1678395076,3574925.139712114,952105.9718726063,36.3008622,5.678028446178609,2.4238917656147425,17
2022-10,126,0.21428571428571427,3574925.139712114,3534099.6358261444,-40825.50388596952,-1.1419960500000048,6.183830401986916,0.9588814590472887,28
2022-11,130,0.3230769230769231,3534099.6358261444,5385156.705518829,1851057.0696926843,52.3770482,7.886231516530273,3.0119907539627526,25
2022-12,135,0.34814814814814815,5385156.705518829,7633491.596363144,2248334.8908443153,41.750593599999995,2.374392392397591,2.797677332723095,20
2023-01,169,0.28402366863905326,7633491.596363144,11465893.62855767,3832402.032194527,50.20509925,5.433134621580075,2.289574071235139,28
2023-02,152,0.3223684210526316,11465893.62855767,13610771.849720344,2144878.221162673,18.706594450000004,8.092168556283703,1.5922543798314441,25
2023-03,172,0.313953488372093,13610771.849720344,20668443.448343165,7057671.598622821,51.853573600000004,4.032597449678306,2.522434873774121,33
2023-04,149,0.3288590604026846,20668443.448343165,28753916.23441875,8085472.786075585,39.11989214999998,4.018524494649263,2.318191846018811,30
2023-05,115,0.3565217391304348,28753916.23441875,37967665.72328169,9213749.48886294,32.04345945,4.493949931426662,2.3786720131279466,22
2023-06,124,0.3064516129032258,37967665.72328169,44976783.83236852,7009118.109086834,18.460755950000006,5.261869782477516,1.6417199107265803,26
2023-07,145,0.3310344827586207,44976783.83236852,76767024.67205495,31790240.839686424,70.68144525000004,3.523272913976834,3.508489188403757,21
2023-08,117,0.3076923076923077,76767024.67205495,110718131.3701553,33951106.69810036,44.22615940000001,5.4428767236133755,2.8381238992911157,23
2023-09,118,0.2542372881355932,110718131.3701553,122507281.30153897,11789149.93138367,10.647894599999997,3.9712062131638555,1.4604066321098985,23
2023-10,161,0.32919254658385094,122507281.30153897,205713888.51894057,83206607.2174016,67.91972390000001,3.780006484165624,2.923627963379051,24
2023-11,101,0.36633663366336633,205713888.51894057,259733296.11463153,54019407.595690966,26.25948494999999,3.932507168596909,2.2341509109008992,19
2023-12,136,0.4117647058823529,259733296.11463156,526166792.20275235,266433496.0881208,102.57964615000002,4.4435166101624475,4.427500926544439,23
2024-01,134,0.3208955223880597,526166792.20275235,795676243.8691294,269509451.66637707,51.221296300000006,2.559410830451417,2.8689855018122423,21
2024-02,160,0.2875,795676243.8691294,906181193.6305892,110504949.76145983,13.888180099999992,4.613397637886396,1.443338611073577,23
2024-03,149,0.30201342281879195,906181193.6305892,1436219995.6878705,530038802.05728126,58.49148115000003,6.602560924684118,2.4522799900039276,23
2024-04,136,0.29411764705882354,1436219995.6878705,1664215623.5512028,227995627.86333227,15.87470085,7.255790899252544,1.484357879342571,28
2024-05,140,0.2571428571428571,1664215623.5512028,1886743637.784351,222528014.23314834,13.3713451,8.544452631553765,1.4234866816013,29
2024-06,145,0.3310344827586207,1886743637.784351,2610059161.4353957,723315523.6510446,38.33671460000001,5.528181784596418,2.4384041299708894,28
2024-07,132,0.3333333333333333,2610059161.4353957,4142331980.9230576,1532272819.4876618,58.70644014999997,2.393810067821195,3.453614789641778,25
2024-08,143,0.3916083916083916,4142331980.9230576,6552035553.542395,2409703572.619337,58.172632800000024,2.2226285103687804,3.2182464104052277,21
2024-09,154,0.2922077922077922,6552035553.542395,7744109242.842041,1192073689.2996464,18.193944149999997,5.6230245243622425,1.5432767960579905,36
2024-10,131,0.2900763358778626,7744109242.84204,9737311641.217096,1993202398.3750563,25.73830425000001,3.941203452308052,1.938641834762199,24
2024-11,158,0.3291139240506329,9737311641.217096,14031805882.826836,4294494241.6097393,44.10348975,3.151970718753284,2.2451038506798087,27
2024-12,142,0.323943661971831,14031805882.826836,20248858323.468723,6217052440.641888,44.30685894999999,2.9412872894671547,2.412899021475262,24
2025-01,138,0.3695652173913043,20248858323.468723,27807701501.881355,7558843178.412632,37.32972525,2.9636261683101055,2.1764334662872615,29
2025-02,138,0.2753623188405797,27807701501.881355,35125493765.37765,7317792263.496292,26.315703450000004,8.095686184975724,1.7551766849616612,23
2025-03,133,0.3308270676691729,35125493765.37765,49848109013.38823,14722615248.010582,41.91432964999999,4.004654017426079,2.4533907067349228,21
2025-04,165,0.3515151515151515,49848109013.38823,81121085695.4234,31272976682.03517,62.736535650000015,2.9894227871978125,2.9284179688658694,32
2025-05,152,0.32894736842105265,81121085695.4234,120140356550.66531,39019270855.24191,48.1000353,4.931776933637433,2.65976573158881,24
2025-06,127,0.2677165354330709,120140356550.66531,150121317712.1615,29980961161.496185,24.954946050000014,4.798471085762249,1.8854857949595072,25
2025-07,175,0.3314285714285714,150121317712.1615,189560897189.62775,39439579477.46625,26.271804750000015,6.590756975228689,1.7583784854345699,38
2025-08,151,0.2847682119205298,189560897189.62775,215029069464.92517,25468172275.297424,13.435351200000012,5.567193413443334,1.3755889241478354,23
2025-09,156,0.34615384615384615,215029069464.92517,316525941503.3828,101496872038.45764,47.20146549999997,4.282573431960309,2.641110267997572,27
2025-10,140,0.24285714285714285,316525941503.3828,330472682690.61847,13946741187.235657,4.406192149999999,8.454256050595408,1.1243403535941525,22
2025-11,130,0.2923076923076923,330472682690.61847,465857615473.62225,135384932783.00378,40.967057149999995,6.610233732213365,2.751188512763115,19
2025-12,159,0.24528301886792453,465857615473.6223,534344309014.3076,68486693540.6853,14.701207250000014,5.008154211839524,1.4349358383122761,34
2026-01,108,0.28703703703703703,534344309014.30756,622789505638.6722,88445196624.36469,16.552098549999993,3.2874126798799246,1.6859804823178708,23
2026-02,143,0.32167832167832167,622789505638.6722,766782849314.8228,143993343676.1505,23.12070810000002,6.460519898296156,1.6513891440480113,27
2026-03,148,0.2702702702702703,766782849314.8228,943633112383.3218,176850263068.49902,23.063930449999994,6.563151082005963,1.6939560318314244,30
2026-04,127,0.2677165354330709,943633112383.3218,960367488315.6475,16734375932.325684,1.773398550000005,5.301455590460897,1.0839282807313835,29
2026-05,124,0.33064516129032256,960367488315.6475,1237880540072.9893,277513051757.3418,28.896547950000006,6.706792743087833,2.2012477112899784,22
2026-06,82,0.2926829268292683,1237880540072.9893,1503987470958.4912,266106930885.50195,21.496979899999992,3.4811218949995957,2.311829386326286,11
