month,events,wr,start_eq,end_eq,profit,return_pct,maxdd_pct,pf,reverse_events
2021-01,97,0.31958762886597936,1000.0,1784.1622429999998,784.1622429999998,78.41622429999997,2.9470282766163884,5.00248259275197,17
2021-02,84,0.30952380952380953,1784.1622429999995,2849.212887599596,1065.0506445995964,59.69471940000002,4.135895336310582,3.711748283670364,13
2021-03,94,0.3617021276595745,2849.212887599596,4853.673124135182,2004.4602365355859,70.35136775,1.751330618277306,3.68837367101962,13
2021-04,82,0.2682926829268293,4853.673124135182,6288.746168247282,1435.0730441121004,29.566742699999992,11.007250198071777,2.0766089097876628,18
2021-05,78,0.28205128205128205,6288.746168247282,8180.0393278533165,1891.2931596060344,30.07424864999999,8.834651691435166,2.121712790992318,11
2021-06,102,0.35294117647058826,8180.039327853317,12224.084479524503,4044.0451516711855,49.437967100000016,6.8806327730396,2.4790792702378748,16
2021-07,170,0.27058823529411763,12224.084479524503,16015.154046329897,3791.069566805394,31.013116549999985,9.525903042062485,1.6475812634720257,22
2021-08,104,0.28846153846153844,16015.154046329897,18204.322899280294,2189.168852950397,13.66935869999999,10.153450671841249,1.3334607992354057,18
2021-09,105,0.45714285714285713,18204.322899280294,35490.71431566973,17286.391416389433,94.95761810000003,2.2142452813819253,4.944293387888785,12
2021-10,126,0.2698412698412698,35490.71431566973,40352.64703613623,4861.932720466502,13.699168400000005,11.063349332384655,1.3057314533766373,28
2021-11,128,0.375,40352.64703613623,62600.239442688355,22247.592406552125,55.132919500000014,3.6066278504303986,2.924646497413868,23
2021-12,139,0.3381294964028777,62600.239442688355,95617.25962308828,33017.02018039992,52.742642000000004,3.494634183310177,2.282374749594317,25
2022-01,115,0.34782608695652173,95617.25962308829,152007.17327568145,56389.91365259315,58.974618049999975,5.713989289561513,2.523095454809152,17
2022-02,114,0.38596491228070173,152007.17327568145,276290.4028800332,124283.22960435174,81.76142409999999,3.1353619734789855,4.272206488465535,15
2022-03,169,0.3431952662721893,276290.4028800332,482916.24967454793,206625.84679451474,74.78574884999998,6.2849776177886865,2.5510638465867164,28
2022-04,161,0.36645962732919257,482916.2496745479,796571.7813386007,313655.5316640528,64.95029559999999,4.1008606922328426,2.7860985188759484,30
2022-05,109,0.3486238532110092,796571.7813386007,1201273.8597584958,404702.07841989514,50.80547515,7.089927122152813,2.4699647952004398,18
2022-06,110,0.4090909090909091,1201273.8597584958,1796422.1123119988,595148.252553503,49.54309525,5.487136221499673,2.6518992961806545,14
2022-07,158,0.3291139240506329,1796422.1123119988,3100783.330043952,1304361.2177319531,72.6088378,7.453699958270725,2.604590405975428,28
2022-08,187,0.33689839572192515,3100783.330043952,5343107.562588118,2242324.232544166,72.31476674999999,4.443782623468166,2.7614037216774587,36
2022-09,128,0.390625,5343107.562588118,7571070.689975562,2227963.1273874436,41.69789024999999,5.889823658026813,2.5222873570060615,17
2022-10,126,0.21428571428571427,7571070.6899755625,7370253.1806809595,-200817.50929460302,-2.6524321000000017,8.481813983642304,0.9125142256458895,28
2022-11,130,0.3230769230769231,7370253.1806809595,11390899.432730144,4020646.2520491844,54.55234920000001,9.730160118046046,2.8986079770854607,25
2022-12,135,0.34814814814814815,11390899.432730144,17125372.194889955,5734472.762159811,50.34258089999999,2.273806071157666,3.0840616016612667,20
2023-01,169,0.28402366863905326,17125372.194889955,27359433.224096872,10234061.029206917,59.759641499999994,4.946517712938603,2.457803916220024,28
2023-02,152,0.3223684210526316,27359433.224096872,33942571.57975173,6583138.355654858,24.061676649999985,8.681612665536244,1.6998184946812986,25
