symbol,side,is_reverse,pnl,hit_tp1,hit_tp2,avg_added,avg_adds,entry_ts,exit_ts,hold,exit_type,month,period
SOLUSDT,LONG,False,0.0036605009153893127,True,False,True,1,1609468200.0,1609468920.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.013614354129453108,True,False,True,1,1609483500.0,1609484940.0,8,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.002759516142195573,False,False,False,0,1609487100.0,1609487280.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.004399443855687348,False,False,False,0,1609500060.0,1609500240.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.011024296755792631,False,False,True,1,1609503120.0,1609504020.0,5,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.007638930179613305,True,False,False,0,1609507980.0,1609509420.0,8,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.015346407797097589,True,False,False,0,1609511040.0,1609511940.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0026672668787868434,False,False,False,0,1609516980.0,1609517160.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0005676237293198117,True,False,False,0,1609517520.0,1609518060.0,3,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.08856244623562823,True,False,True,1,1609519140.0,1609521660.0,14,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.014578721845066518,False,False,False,0,1609521840.0,1609522020.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005065507291412046,False,False,False,0,1609533540.0,1609533720.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.009296861597515665,False,False,True,1,1609537320.0,1609537680.0,2,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.018741251077367564,False,False,True,1,1609544340.0,1609545060.0,4,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.0018914486455745673,True,False,False,0,1609545420.0,1609546140.0,4,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.004920084469912147,True,False,False,0,1609563060.0,1609563420.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.01226720571809759,False,False,False,0,1609570080.0,1609570260.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0030355605323329586,True,False,False,0,1609570620.0,1609574040.0,19,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007027299163492308,False,False,True,1,1609572960.0,1609573320.0,2,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0011704075912180372,True,False,False,0,1609573680.0,1609574040.0,2,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0020332273872135914,False,False,False,0,1609573320.0,1609573500.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.009071913449863031,False,False,False,0,1609573860.0,1609574400.0,3,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.014850258832476322,True,False,False,0,1609576020.0,1609576920.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.008897066751328583,False,False,False,0,1609594380.0,1609594560.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.015499292509948942,True,False,False,0,1609594920.0,1609597620.0,15,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.006944658938900529,False,False,False,0,1609605360.0,1609605540.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.008182541740714823,False,False,False,0,1609605900.0,1609606440.0,3,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.08050154306055662,True,True,True,1,1609639740.0,1609641000.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.02693214855547077,True,False,False,0,1609640460.0,1609641000.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.010185803627449579,True,False,True,1,1609644060.0,1609644420.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0034501462715950328,False,False,False,0,1609650540.0,1609650720.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0041378733692504655,True,False,True,1,1609650900.0,1609651260.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005045054016201776,False,False,False,0,1609659900.0,1609660080.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.06274876797975688,True,True,False,0,1609660980.0,1609662240.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.002771223108520492,False,False,False,0,1609665660.0,1609665840.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.009845268139135843,False,False,False,0,1609680420.0,1609680600.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.025753038975082597,True,True,False,0,1609712100.0,1609713180.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.036358020743149456,True,True,False,0,1609715340.0,1609715880.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.003460780348237134,False,False,False,0,1609717140.0,1609717320.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007943353269323059,False,False,False,0,1609729740.0,1609729920.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.011582235708964243,False,False,False,0,1609730280.0,1609731900.0,9,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.04952092515795119,True,False,True,1,1609731180.0,1609732260.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.056870643365698026,True,True,True,1,1609769880.0,1609770960.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.006640206894321534,False,False,False,0,1609802100.0,1609802280.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0017635438364510202,False,False,False,0,1609864200.0,1609864380.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0029279838606271337,False,False,False,0,1609864740.0,1609864920.0,1,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.026948110008035063,True,True,False,0,1609865640.0,1609866000.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.003508331787710589,False,False,False,0,1609908480.0,1609908660.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.007856569881071092,False,False,False,0,1609918380.0,1609918560.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.006674154830630937,False,False,False,0,1609932420.0,1609932600.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.0039590767588655665,True,False,False,0,1609932960.0,1609933320.0,2,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.004040193848707378,False,False,False,0,1609943220.0,1609943400.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0035714886569499058,False,False,False,0,1609947180.0,1609947360.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.16174886096706215,True,False,True,1,1609950240.0,1609952040.0,10,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.048546036609006006,True,True,False,0,1609950600.0,1609952040.0,8,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.008784739860598046,False,False,False,0,1609965000.0,1609965180.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.02523704080910514,True,False,False,0,1609976700.0,1609977060.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005782690090505145,False,False,False,0,1610033220.0,1610033400.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005451855052710018,False,False,False,0,1610033760.0,1610033940.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007679975636101572,False,False,False,0,1610042580.0,1610042760.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.010351984330632252,False,False,False,0,1610048700.0,1610048880.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0050958397931302885,False,False,False,0,1610057520.0,1610057700.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007285657619696522,False,False,False,0,1610062560.0,1610062740.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.05498388018114183,True,False,True,1,1610063640.0,1610064360.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.02643978418008878,True,False,False,0,1610127000.0,1610127900.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.03399830701614921,True,False,True,1,1610132940.0,1610134560.0,9,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.006441923896655444,False,False,False,0,1610152020.0,1610152200.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.012987900611268616,True,True,False,0,1610152560.0,1610153280.0,4,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.004872705613040694,False,False,False,0,1610154000.0,1610154180.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.01418334079048809,False,False,False,0,1610154540.0,1610154720.0,1,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.014928971141565694,True,False,True,1,1610194320.0,1610195040.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.06163929057753921,True,False,True,1,1610241120.0,1610243100.0,11,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.0195493768595402,True,True,False,0,1610242020.0,1610243100.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0030752177802045627,False,False,False,0,1610250660.0,1610250840.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.003893365069040569,False,False,False,0,1610254080.0,1610254260.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.004177022667011768,False,False,False,0,1610254620.0,1610255160.0,3,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.002450849522333904,False,False,False,0,1610257680.0,1610257860.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007228297172279158,False,False,False,0,1610296380.0,1610296560.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.01199641463186373,False,False,False,0,1610296920.0,1610297280.0,2,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0041500595701968734,False,False,False,0,1610313300.0,1610313480.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.0011488568087949826,True,False,True,1,1610313300.0,1610314200.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.002520107765935698,False,False,False,0,1610318520.0,1610318700.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.004075541619949283,False,False,False,0,1610319420.0,1610319600.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.012208994255221395,False,False,True,1,1610319780.0,1610320860.0,6,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0032567188937481103,False,False,False,0,1610321400.0,1610321580.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.00716021276008362,False,False,False,0,1610321580.0,1610321760.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.004479514443394121,False,False,False,0,1610359200.0,1610359380.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0018553309747788855,False,False,False,0,1610367480.0,1610367660.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.019077177630374684,False,False,True,1,1610376660.0,1610377200.0,3,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.00901541426189557,False,False,True,1,1610377560.0,1610378100.0,3,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.015845740516202203,False,False,False,0,1610378460.0,1610378820.0,2,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.012830081116430067,True,True,False,0,1610443620.0,1610445060.0,8,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0018459105792031478,False,False,False,0,1610444700.0,1610445960.0,7,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.00786110845125293,True,False,False,0,1610446320.0,1610446680.0,2,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.004239942416542883,True,False,True,1,1610447940.0,1610448660.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.015781938611746052,True,False,True,1,1610453880.0,1610454240.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0033235692675930026,False,False,False,0,1610456580.0,1610456760.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.18446498029553082,True,False,True,1,1610464680.0,1610468280.0,20,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.01625101265040945,False,False,True,1,1610465940.0,1610467020.0,6,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0030094813763699916,False,False,False,0,1610467020.0,1610467200.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.013708873315014077,False,False,True,1,1610470080.0,1610470440.0,2,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0030775636324076256,False,False,False,0,1610470440.0,1610470620.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.008917208920138088,False,False,False,0,1610471520.0,1610471700.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0008875859388426087,True,False,False,0,1610472060.0,1610472780.0,4,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0037907955810742217,False,False,False,0,1610493660.0,1610493840.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.012261857540700508,True,False,True,1,1610501400.0,1610502120.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.003487655512140382,False,False,False,0,1610505360.0,1610505540.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0033135483093462478,False,False,False,0,1610505900.0,1610506080.0,1,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.004834458529248326,False,False,False,0,1610509140.0,1610509320.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.08181506027841388,True,True,True,1,1610522100.0,1610524800.0,15,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.020313544710035963,False,False,True,1,1610555760.0,1610557200.0,8,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0025313769612313936,False,False,False,0,1610567640.0,1610567820.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.011814039223633015,True,False,False,0,1610578980.0,1610581320.0,13,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.003742874146769505,False,False,False,0,1610581140.0,1610581320.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.03657147765852577,True,False,False,0,1610607240.0,1610608320.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.01185812120869114,True,False,True,1,1610620380.0,1610621640.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.015941034177671842,True,False,True,1,1610621460.0,1610622540.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.0005782375680015104,True,False,False,0,1610640000.0,1610640360.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.002209725706585993,False,False,False,0,1610654040.0,1610654220.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.002331450263724402,False,False,False,0,1610654220.0,1610654400.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.0032377858789390365,False,False,False,0,1610654760.0,1610655120.0,2,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.01558965159425943,True,True,True,1,1610658900.0,1610659440.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0057568982408190824,False,False,False,0,1610667180.0,1610667360.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.0021013510228347085,True,False,False,0,1610667720.0,1610668260.0,3,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.01384168201633074,True,False,False,0,1610721360.0,1610721720.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.009768516568691864,True,True,False,0,1610722800.0,1610723880.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.01577067637107186,True,False,True,1,1610723340.0,1610723880.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.007546927301809307,True,False,True,1,1610731260.0,1610732520.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.002394530583795862,False,False,False,0,1610731980.0,1610732520.0,3,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.04210131265624685,True,False,True,1,1610734500.0,1610736300.0,10,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.02783973197894058,True,False,True,1,1610735220.0,1610736300.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.004660697671409093,False,False,False,0,1610739180.0,1610739360.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.005095285852257556,False,False,False,0,1610745120.0,1610745300.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0020604503712349097,False,False,False,0,1610746740.0,1610746920.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.005384548378247988,False,False,False,0,1610747640.0,1610747820.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0034527886761207965,False,False,False,0,1610795340.0,1610795520.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.013567903898938066,True,True,True,1,1610801820.0,1610803080.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.017582701237265297,False,False,True,1,1610803260.0,1610803800.0,3,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0028246141934429652,False,False,False,0,1610803080.0,1610803800.0,4,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.006791268082573133,False,False,False,0,1610822520.0,1610822700.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.02012790092634512,True,True,False,0,1610823060.0,1610823960.0,5,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.04516728976968004,True,False,False,0,1610828640.0,1610829900.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.0752471486824634,True,False,True,1,1610852940.0,1610853840.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.015706294962997566,False,False,True,1,1610856180.0,1610857980.0,10,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.012230603722765424,True,False,False,0,1610858340.0,1610861040.0,15,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.004316501431568512,False,False,False,0,1610865180.0,1610865360.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.009575510972308634,False,False,True,1,1610925840.0,1610926920.0,6,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.005204349857019092,True,False,False,0,1610927280.0,1610927820.0,3,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.008574717711629194,True,True,False,0,1610943300.0,1610944200.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.01107648835720562,True,False,False,0,1610948880.0,1610949780.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.00839816716335812,False,False,True,1,1610987220.0,1610988300.0,6,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0017852337173784316,True,False,False,0,1610988660.0,1610989380.0,4,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.005404860902886001,True,False,True,1,1610994600.0,1610995500.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.00673818043531811,False,False,True,1,1610998200.0,1610999100.0,5,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.010475561505692054,False,False,False,0,1611029700.0,1611029880.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.011793400061667354,True,False,False,0,1611032400.0,1611033300.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.018477506961716572,True,False,True,1,1611094860.0,1611095940.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.0045902470807089955,True,True,False,0,1611125460.0,1611126000.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0028387747460976126,False,False,False,0,1611131580.0,1611131760.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.01637566010063525,True,False,True,1,1611132120.0,1611133740.0,9,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.03946402171218567,True,False,True,1,1611134640.0,1611135720.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.029819441372450184,True,True,True,1,1611134460.0,1611135720.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.014613044511938003,False,False,True,1,1611151560.0,1611154260.0,15,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.02020693127867965,False,False,True,1,1611153540.0,1611154080.0,3,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.00016525763919401763,True,True,False,0,1611154440.0,1611155880.0,8,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0020225477218824657,False,False,False,0,1611156960.0,1611157140.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.004182393065166612,True,False,True,1,1611194220.0,1611195120.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.04102568584009539,True,False,True,1,1611195480.0,1611197280.0,10,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.014810566979022222,True,False,False,0,1611196380.0,1611197280.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.004491239515789152,True,False,True,1,1611206280.0,1611206640.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.008417705281389094,True,False,True,1,1611223200.0,1611223560.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.003265084822898252,False,False,False,0,1611225900.0,1611226080.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.0011255208422140369,True,False,False,0,1611226620.0,1611226980.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.0037384509245426047,True,False,True,1,1611227700.0,1611228420.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.007574154660712354,False,False,False,0,1611228420.0,1611228600.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,-0.0016227342447643336,True,False,False,0,1611228960.0,1611229860.0,5,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.00601808818188205,True,False,False,0,1611244260.0,1611244980.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.006029770248695408,True,False,True,1,1611248580.0,1611248940.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.002372767238453595,False,False,False,0,1611257760.0,1611257940.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.0021873076776551545,False,False,False,0,1611258300.0,1611258840.0,3,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.012455344509250614,True,True,False,0,1611264600.0,1611265140.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.02651103944246246,True,False,False,0,1611267660.0,1611268200.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.011065465343244148,True,True,False,0,1611267840.0,1611268200.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.005499566683166303,False,False,False,0,1611272160.0,1611272340.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.004817197413023997,False,False,False,0,1611286740.0,1611286920.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.009683043343921612,False,False,True,1,1611295020.0,1611296820.0,10,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.0034373074461981163,True,False,False,0,1611297180.0,1611297900.0,4,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.01924528756305783,False,False,True,1,1611298620.0,1611298980.0,2,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.01302955463422373,False,False,False,0,1611299340.0,1611300240.0,5,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.004444203305344293,False,False,False,0,1611302940.0,1611303120.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0012196130751789443,True,False,False,0,1611308700.0,1611309060.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0027206770493490894,False,False,False,0,1611308880.0,1611309060.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.0009962308086394949,True,False,False,0,1611309420.0,1611310320.0,5,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.0058324589102590405,True,False,False,0,1611379800.0,1611380880.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.003644774735993195,False,False,False,0,1611386640.0,1611387180.0,3,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.004340758971193044,False,False,False,0,1611391500.0,1611391680.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.02219672103070642,True,False,True,1,1611394740.0,1611395460.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.008079962718536133,True,False,False,0,1611394920.0,1611395460.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.006942830931090387,True,False,False,0,1611396900.0,1611397260.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.0013039404895078023,True,False,True,1,1611398880.0,1611399240.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.00269539563201286,True,True,False,0,1611399780.0,1611400140.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.004677713385446765,False,False,False,0,1611402660.0,1611402840.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.003275287629651583,False,False,False,0,1611402660.0,1611402840.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005266261721551899,False,False,False,0,1611413100.0,1611413280.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.013547426373684359,True,False,True,1,1611424080.0,1611425520.0,8,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.00745104842847865,False,False,False,0,1611426960.0,1611427140.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.008376152936112314,False,False,True,1,1611444060.0,1611444780.0,4,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.007636366014299398,False,False,False,0,1611445140.0,1611446760.0,9,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.006969747569602268,False,False,True,1,1611451440.0,1611451800.0,2,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0024669613120604033,False,False,False,0,1611452160.0,1611452340.0,1,reverse_sl_before_tp1,2021-01,2021
